Transacao,Data de compra,ID Consumidor,ID Produto,Quantidade
911,3/19/2019,1977,6,3
912,3/19/2019,4783,2,5
913,3/19/2019,5847,14,1
914,3/19/2019,2756,5,4
915,3/19/2019,2921,15,4
916,3/19/2019,7696,12,5
917,3/19/2019,3052,20,4
918,3/19/2019,5781,15,4
919,3/19/2019,7536,1,6
920,3/19/2019,1730,13,6
921,3/19/2019,3252,1,3
922,3/19/2019,4518,7,4
923,3/19/2019,2168,6,4
924,3/19/2019,8123,4,5
925,3/19/2019,991,9,5
926,3/19/2019,1950,2,6
927,3/20/2019,4357,6,4
928,3/20/2019,3202,5,5
929,3/20/2019,7961,6,3
930,3/20/2019,4397,5,3
931,3/20/2019,5167,14,4
932,3/20/2019,3476,14,6
933,3/20/2019,4405,18,5
934,3/20/2019,2171,16,3
935,3/20/2019,638,4,3
936,3/20/2019,9115,12,5
937,3/20/2019,30,6,5
938,3/20/2019,3925,13,5
939,3/20/2019,7105,19,5
940,3/20/2019,4357,8,3
941,3/20/2019,1602,17,5
942,3/21/2019,376,17,4
943,3/21/2019,976,20,2
944,3/21/2019,6265,6,3
945,3/21/2019,6051,9,6
946,3/21/2019,751,13,4
947,3/21/2019,3942,12,4
948,3/21/2019,3305,2,5
949,3/21/2019,6565,2,3
950,3/21/2019,4241,20,2
951,3/21/2019,6841,14,4
952,3/21/2019,8312,10,2
953,3/22/2019,8304,11,6
954,3/22/2019,4021,8,3
955,3/22/2019,4397,2,4
956,3/22/2019,9050,17,5
957,3/22/2019,4376,12,4
958,3/22/2019,6522,1,4
959,3/22/2019,2756,14,4
960,3/22/2019,3019,15,4
961,3/22/2019,6537,17,4
962,3/22/2019,7775,19,5
963,3/22/2019,4423,2,3
964,3/23/2019,9542,1,1
965,3/23/2019,5452,2,2
966,3/23/2019,4774,5,4
967,3/23/2019,2096,1,5
968,3/23/2019,7489,8,4
969,3/23/2019,1005,2,5
970,3/23/2019,7818,4,3
971,3/23/2019,9648,15,3
972,3/23/2019,591,17,4
973,3/23/2019,2977,1,5
974,3/23/2019,8410,19,3
975,3/23/2019,4311,10,3
976,3/24/2019,1648,17,4
977,3/24/2019,1648,10,5
978,3/24/2019,8717,6,4
979,3/24/2019,7066,17,3
980,3/24/2019,3932,3,5
981,3/24/2019,1979,8,4
982,3/24/2019,3124,15,5
983,3/24/2019,7522,3,4
984,3/24/2019,8125,16,4
985,3/24/2019,4497,1,4
986,3/24/2019,3921,12,3
987,3/24/2019,4916,9,4
988,3/24/2019,8108,17,6
989,3/24/2019,2259,19,3
990,3/24/2019,4876,1,5
991,3/24/2019,8198,6,6
992,3/25/2019,3826,8,4
993,3/25/2019,4617,15,2
994,3/25/2019,3204,4,4
995,3/25/2019,1347,17,3
996,3/25/2019,6136,6,6
997,3/25/2019,8769,7,3
998,3/25/2019,1253,10,5
999,3/25/2019,6713,18,6
1000,3/25/2019,2054,20,5
1001,3/25/2019,7059,14,5
1002,3/25/2019,3000,2,5
1003,3/25/2019,8074,14,3
1004,3/25/2019,806,4,4
1005,3/25/2019,1773,17,3
1006,3/25/2019,8367,16,7
1007,3/26/2019,4868,13,6
1008,3/26/2019,5057,2,1
1009,3/26/2019,8367,17,3
1010,3/26/2019,2769,8,3
1011,3/26/2019,1628,20,4
1012,3/26/2019,2032,12,5
1013,3/26/2019,7750,20,3
1014,3/26/2019,9781,20,5
1015,3/26/2019,1066,15,1
1016,3/26/2019,7702,6,5
1017,3/26/2019,7132,12,5
1018,3/26/2019,7470,9,5
1019,3/26/2019,9487,16,3
1020,3/26/2019,8310,12,6
1021,3/27/2019,1750,3,4
1022,3/27/2019,9340,14,3
1023,3/27/2019,3286,3,2
1024,3/27/2019,2422,11,4
1025,3/27/2019,6880,20,3
1026,3/27/2019,1310,4,4
1027,3/27/2019,4417,1,3
1028,3/27/2019,647,16,5
1029,3/27/2019,7065,18,5
1030,3/27/2019,9524,9,5
1031,3/27/2019,9744,1,4
1032,3/27/2019,1366,1,3
1033,3/27/2019,10043,15,3
1034,3/27/2019,4373,16,5
1035,3/27/2019,8837,10,5
1036,3/27/2019,8810,4,5
1037,3/27/2019,3452,17,3
1038,3/27/2019,6799,2,4
1039,3/27/2019,158,6,6
1040,3/27/2019,3397,9,3
1041,3/27/2019,4568,6,6
1042,3/28/2019,976,1,5
1043,3/28/2019,4056,8,6
1044,3/28/2019,7601,13,2
1045,3/28/2019,4540,9,2
1046,3/28/2019,1655,7,4
1047,3/28/2019,7750,18,6
1048,3/28/2019,7065,4,6
1049,3/28/2019,4534,5,6
1050,3/28/2019,6133,16,3
1051,3/28/2019,8892,8,3
1052,3/28/2019,5339,11,6
1053,3/28/2019,226,12,5
1054,3/28/2019,9812,11,2
1055,3/28/2019,551,19,5
1056,3/28/2019,4239,6,3
1057,3/28/2019,6087,17,3
1058,3/28/2019,6162,6,4
1059,3/29/2019,8000,20,5
1060,3/29/2019,1415,20,4
1061,3/29/2019,9040,13,4
1062,3/29/2019,6114,12,4
1063,3/29/2019,9810,8,5
1064,3/29/2019,6254,1,6
1065,3/29/2019,6424,4,5
1066,3/29/2019,8367,12,5
1067,3/29/2019,2269,9,3
1068,3/29/2019,3728,20,5
1069,3/29/2019,3070,1,4
1070,3/29/2019,9543,16,3
1071,3/29/2019,1332,16,5
1072,3/29/2019,2907,17,3
1073,3/29/2019,6190,17,4
1074,3/29/2019,7434,14,4
1075,3/29/2019,3300,14,5
1076,3/30/2019,2921,10,4
1077,3/30/2019,5295,6,5
1078,3/30/2019,3113,3,4
1079,3/30/2019,1048,5,5
1080,3/30/2019,5162,5,2
1081,3/30/2019,3476,1,7
1082,3/30/2019,3932,20,3
1083,3/30/2019,3612,5,5
1084,3/30/2019,7855,11,4
1085,3/30/2019,2211,18,2
1086,3/30/2019,6367,17,5
1087,3/30/2019,4722,11,3
1088,3/30/2019,9467,15,4
1089,3/30/2019,9505,18,5
1090,3/30/2019,4162,18,4
1091,3/30/2019,1490,19,4
1092,3/30/2019,7721,9,4
1093,3/30/2019,3037,15,2
1094,3/30/2019,1512,9,4
1095,3/31/2019,1261,8,7
1096,3/31/2019,4342,8,6
1097,3/31/2019,5339,9,4
1098,3/31/2019,7490,5,4
1099,3/31/2019,5101,6,5
1100,3/31/2019,4186,8,4
1101,3/31/2019,8457,10,4
1102,3/31/2019,7370,1,3
1103,3/31/2019,2588,19,6
1104,3/31/2019,7708,6,4
1105,3/31/2019,1334,18,6
1106,4/1/2019,7569,15,4
1107,4/1/2019,7768,11,3
1108,4/1/2019,4767,6,4
1109,4/1/2019,7801,9,3
1110,4/1/2019,6182,7,5
1111,4/1/2019,3676,11,4
1112,4/1/2019,5824,6,5
1113,4/1/2019,1168,12,4
1114,4/1/2019,868,20,5
1115,4/1/2019,2043,15,3
1116,4/2/2019,3706,17,3
1117,4/2/2019,2215,6,6
1118,4/2/2019,6741,20,6
1119,4/2/2019,7462,6,4
1120,4/2/2019,5903,20,3
1121,4/2/2019,1820,20,3
1122,4/2/2019,504,14,5
1123,4/2/2019,7612,16,4
1124,4/2/2019,9593,6,2
1125,4/2/2019,7474,6,3
1126,4/2/2019,7930,12,5
1127,4/2/2019,7319,5,4
1128,4/2/2019,9867,17,4
1129,4/2/2019,7822,13,6
1130,4/3/2019,1378,10,2
1131,4/3/2019,8068,19,6
1132,4/3/2019,1266,3,6
1133,4/3/2019,2314,14,3
1134,4/3/2019,3297,1,3
1135,4/3/2019,1360,4,4
1136,4/3/2019,5724,11,3
1137,4/3/2019,7182,13,4
1138,4/3/2019,1193,3,4
1139,4/3/2019,6554,13,5
1140,4/3/2019,570,3,5
1141,4/3/2019,5400,7,5
1142,4/3/2019,7432,2,2
1143,4/3/2019,3552,19,4
1144,4/3/2019,4618,14,6
1145,4/3/2019,1409,3,4
1146,4/3/2019,806,13,5
1147,4/3/2019,1427,11,6
1148,4/3/2019,6001,19,3
1149,4/3/2019,2296,2,5
1150,4/3/2019,4234,5,4
1151,4/3/2019,4606,8,4
1152,4/4/2019,1696,12,2
1153,4/4/2019,1850,2,4
1154,4/4/2019,4928,7,3
1155,4/4/2019,1938,8,5
1156,4/4/2019,617,11,4
1157,4/4/2019,1071,14,2
1158,4/4/2019,4651,15,2
1159,4/4/2019,4962,2,5
1160,4/4/2019,6842,14,6
1161,4/4/2019,9501,12,3
1162,4/4/2019,8593,19,2
1163,4/5/2019,1446,9,2
1164,4/5/2019,2422,5,3
1165,4/5/2019,5002,14,4
1166,4/5/2019,9014,19,4
1167,4/5/2019,4282,3,5
1168,4/5/2019,3418,12,3
1169,4/5/2019,1271,14,3
1170,4/5/2019,9788,13,3
1171,4/5/2019,3539,13,2
1172,4/5/2019,3801,12,3
1173,4/5/2019,4564,14,4
1174,4/5/2019,2127,4,4
1175,4/5/2019,7526,5,4
1176,4/5/2019,4039,12,5
1177,4/5/2019,10058,13,5
1178,4/5/2019,1057,1,2
1179,4/6/2019,7266,3,6
1180,4/6/2019,8975,17,3
1181,4/6/2019,8665,9,4
1182,4/6/2019,1991,1,4
1183,4/6/2019,3113,20,4
1184,4/6/2019,8843,4,4
1185,4/6/2019,9788,7,5
1186,4/6/2019,8448,17,6
1187,4/6/2019,5109,16,4
1188,4/6/2019,10243,2,5
1189,4/6/2019,5625,1,4
1190,4/6/2019,8129,16,4
1191,4/7/2019,4659,18,5
1192,4/7/2019,6516,8,5
1193,4/7/2019,7768,13,5
1194,4/7/2019,4391,15,3
1195,4/7/2019,6997,14,4
1196,4/7/2019,1470,9,4
1197,4/7/2019,5910,5,7
1198,4/7/2019,9528,13,4
1199,4/7/2019,4916,1,4
1200,4/7/2019,3242,17,4
1201,4/7/2019,4876,12,5
1202,4/7/2019,1271,19,2
1203,4/7/2019,5914,2,3
1204,4/7/2019,1138,14,2
1205,4/8/2019,5929,15,3
1206,4/8/2019,3749,17,3
1207,4/8/2019,2405,19,5
1208,4/8/2019,5196,11,6
1209,4/8/2019,9160,2,4
1210,4/8/2019,10012,19,5
1211,4/8/2019,8970,11,3
1212,4/8/2019,6692,19,4
1213,4/8/2019,5548,12,6
1214,4/8/2019,9903,11,4
1215,4/9/2019,4556,7,4
1216,4/9/2019,7832,6,5
1217,4/9/2019,8946,9,4
1218,4/9/2019,652,4,2
1219,4/9/2019,5782,13,4
1220,4/9/2019,8304,11,3
1221,4/9/2019,9285,20,2
1222,4/9/2019,5060,11,2
1223,4/9/2019,7059,8,5
1224,4/9/2019,10004,12,6
1225,4/9/2019,5346,2,2
1226,4/9/2019,4078,10,5
1227,4/9/2019,3130,20,6
1228,4/9/2019,2662,11,4
1229,4/9/2019,5347,10,6
1230,4/10/2019,3977,14,4
1231,4/10/2019,6708,12,4
1232,4/10/2019,6690,5,5
1233,4/10/2019,208,5,4
1234,4/10/2019,6912,18,4
1235,4/10/2019,8787,5,5
1236,4/10/2019,3716,5,5
1237,4/10/2019,1783,20,2
1238,4/10/2019,3020,13,4
1239,4/10/2019,7708,18,5
1240,4/10/2019,2769,8,4
1241,4/10/2019,6307,9,6
1242,4/10/2019,9134,14,4
1243,4/10/2019,1974,7,1
1244,4/11/2019,7236,1,3
1245,4/11/2019,4659,11,4
1246,4/11/2019,5313,3,6
1247,4/11/2019,378,11,2
1248,4/11/2019,1235,8,3
1249,4/11/2019,7617,19,3
1250,4/11/2019,8373,6,3
1251,4/11/2019,5419,13,4
1252,4/11/2019,6554,14,3
1253,4/11/2019,5396,14,4
1254,4/11/2019,2907,2,5
1255,4/11/2019,9471,3,3
1256,4/11/2019,190,8,4
1257,4/11/2019,5532,7,5
1258,4/12/2019,3476,12,5
1259,4/12/2019,341,18,4
1260,4/12/2019,1991,6,5
1261,4/12/2019,3918,19,5
1262,4/12/2019,8844,18,5
1263,4/12/2019,9098,17,4
1264,4/12/2019,9788,3,4
1265,4/12/2019,5857,19,5
1266,4/12/2019,1128,11,4
1267,4/12/2019,1950,2,5
1268,4/12/2019,1872,10,3
1269,4/12/2019,8289,19,3
1270,4/12/2019,7956,13,3
1271,4/12/2019,9642,16,4
1272,4/12/2019,9967,8,5
1273,4/12/2019,4642,9,2
1274,4/13/2019,6589,10,5
1275,4/13/2019,7655,7,3
1276,4/13/2019,168,14,3
1277,4/13/2019,2071,9,3
1278,4/13/2019,3250,18,2
1279,4/13/2019,10091,19,5
1280,4/13/2019,8923,17,5
1281,4/13/2019,916,1,5
1282,4/13/2019,105,14,3
1283,4/13/2019,7455,16,4
1284,4/13/2019,1984,2,3
1285,4/13/2019,4121,10,4
1286,4/13/2019,6348,19,4
1287,4/14/2019,9085,1,5
1288,4/14/2019,8993,4,3
1289,4/14/2019,2787,2,4
1290,4/14/2019,5174,6,3
1291,4/14/2019,6888,10,3
1292,4/14/2019,1794,11,2
1293,4/14/2019,6003,6,5
1294,4/14/2019,7410,17,4
1295,4/14/2019,6681,8,4
1296,4/14/2019,8435,7,6
1297,4/14/2019,3345,14,5
1298,4/14/2019,2405,11,4
1299,4/14/2019,1271,14,6
1300,4/14/2019,4597,17,2
1301,4/14/2019,3782,18,3
1302,4/14/2019,4231,8,7
1303,4/14/2019,9487,19,2
1304,4/14/2019,9728,17,5
1305,4/14/2019,8003,19,4
1306,4/14/2019,1115,12,1
1307,4/14/2019,8108,17,3
1308,4/15/2019,962,5,3
1309,4/15/2019,2787,1,6
1310,4/15/2019,1954,11,5
1311,4/15/2019,1773,3,4
1312,4/15/2019,4465,8,3
1313,4/15/2019,6592,17,5
1314,4/15/2019,4597,8,5
1315,4/15/2019,551,17,4
1316,4/15/2019,8406,1,4
1317,4/15/2019,6400,19,3
1318,4/15/2019,3027,20,5
1319,4/15/2019,5532,8,5
1320,4/15/2019,9263,9,4
1321,4/15/2019,594,14,4
1322,4/15/2019,3693,16,5
1323,4/15/2019,3773,7,6
1324,4/16/2019,619,9,4
1325,4/16/2019,7274,3,4
1326,4/16/2019,1214,10,6
1327,4/16/2019,2359,7,2
1328,4/16/2019,4938,16,4
1329,4/16/2019,4938,8,4
1330,4/16/2019,5431,4,6
1331,4/16/2019,1780,13,6
1332,4/16/2019,3735,20,4
1333,4/16/2019,6417,10,4
1334,4/16/2019,5935,2,3
1335,4/16/2019,3401,14,5
1336,4/16/2019,7657,6,2
1337,4/16/2019,9275,13,4
1338,4/17/2019,8074,11,5
1339,4/17/2019,4527,19,5
1340,4/17/2019,1330,4,7
1341,4/17/2019,2614,14,3
1342,4/17/2019,3000,5,3
1343,4/17/2019,823,5,4
1344,4/17/2019,9068,4,4
1345,4/17/2019,493,3,4
1346,4/17/2019,4467,19,3
1347,4/17/2019,3243,4,3
1348,4/17/2019,4693,18,4
1349,4/17/2019,9123,11,5
1350,4/18/2019,3504,8,1
1351,4/18/2019,7465,16,2
1352,4/18/2019,5924,12,3
1353,4/18/2019,7905,18,5
1354,4/18/2019,5067,4,3
1355,4/18/2019,760,11,5
1356,4/18/2019,9631,20,6
1357,4/18/2019,8524,12,4
1358,4/18/2019,7720,18,5
1359,4/18/2019,9931,12,5
1360,4/18/2019,7856,16,6
1361,4/18/2019,7862,11,5
1362,4/18/2019,10147,7,5
1363,4/18/2019,9851,1,4
1364,4/18/2019,2878,5,6
1365,4/18/2019,1556,6,4
1366,4/18/2019,4651,15,3
1367,4/19/2019,2787,16,6
1368,4/19/2019,6713,13,3
1369,4/19/2019,3163,19,2
1370,4/19/2019,770,18,4
1371,4/19/2019,502,8,6
1372,4/19/2019,9928,7,6
1373,4/19/2019,4431,4,3
1374,4/19/2019,9061,17,4
1375,4/19/2019,9825,12,6
1376,4/19/2019,8172,2,4
1377,4/19/2019,4249,7,5
1378,4/19/2019,2689,17,4
1379,4/19/2019,4163,20,1
1380,4/19/2019,1415,4,3
1381,4/19/2019,9797,8,5
1382,4/19/2019,6113,20,3
1383,4/19/2019,4340,15,4
1384,4/19/2019,6712,3,3
1385,4/20/2019,49,12,5
1386,4/20/2019,6163,6,5
1387,4/20/2019,2787,7,5
1388,4/20/2019,6565,16,5
1389,4/20/2019,169,6,3
1390,4/20/2019,827,13,5
1391,4/20/2019,7865,10,2
1392,4/20/2019,5790,9,4
1393,4/20/2019,4677,20,4
1394,4/20/2019,2981,17,3
1395,4/20/2019,1427,7,5
1396,4/20/2019,1144,5,3
1397,4/20/2019,8757,3,4
1398,4/20/2019,9679,20,5
1399,4/21/2019,2468,12,5
1400,4/21/2019,4659,7,4
1401,4/21/2019,3101,16,3
1402,4/21/2019,6145,13,2
1403,4/21/2019,8563,13,4
1404,4/21/2019,8310,16,4
1405,4/21/2019,4695,6,4
1406,4/21/2019,1898,9,3
1407,4/21/2019,3287,5,5
1408,4/21/2019,182,9,3
1409,4/21/2019,8859,20,6
1410,4/21/2019,3826,20,3
1411,4/21/2019,392,5,5
1412,4/21/2019,757,5,6
1413,4/21/2019,9535,16,7
1414,4/22/2019,5183,2,4
1415,4/22/2019,8518,3,5
1416,4/22/2019,8298,20,3
1417,4/22/2019,1409,5,6
1418,4/22/2019,5556,6,4
1419,4/22/2019,7573,16,3
1420,4/22/2019,9581,15,4
1421,4/22/2019,7331,15,4
1422,4/22/2019,9908,3,4
1423,4/22/2019,9331,6,5
1424,4/22/2019,3236,2,5
1425,4/22/2019,5501,18,6
1426,4/22/2019,1549,7,4
1427,4/22/2019,9760,15,4
1428,4/23/2019,782,3,5
1429,4/23/2019,5895,1,4
1430,4/23/2019,4230,14,2
1431,4/23/2019,1602,14,4
1432,4/23/2019,870,18,3
1433,4/23/2019,5556,12,4
1434,4/23/2019,6288,14,3
1435,4/23/2019,780,6,3
1436,4/23/2019,3201,3,4
1437,4/23/2019,6398,17,5
1438,4/23/2019,7502,18,5
1439,4/23/2019,7377,2,4
1440,4/23/2019,638,7,4
1441,4/24/2019,5501,3,5
1442,4/24/2019,3328,5,3
1443,4/24/2019,8407,6,3
1444,4/24/2019,3462,4,4
1445,4/24/2019,6304,15,2
1446,4/24/2019,7447,18,3
1447,4/24/2019,2171,11,5
1448,4/24/2019,9364,8,5
1449,4/24/2019,2246,17,5
1450,4/24/2019,8171,8,3
1451,4/24/2019,7283,16,3
1452,4/25/2019,6299,17,4
1453,4/25/2019,354,11,3
1454,4/25/2019,9928,14,5
1455,4/25/2019,8731,11,5
1456,4/25/2019,5387,1,4
1457,4/25/2019,5650,6,1
1458,4/25/2019,6021,7,5
1459,4/25/2019,7526,18,2
1460,4/25/2019,4525,2,5
1461,4/25/2019,5918,11,5
1462,4/25/2019,5174,18,4
1463,4/25/2019,3300,9,3
1464,4/25/2019,4507,1,3
1465,4/25/2019,9145,16,3
1466,4/25/2019,6184,8,5
1467,4/25/2019,8164,1,5
1468,4/25/2019,6153,20,4
1469,4/25/2019,392,14,3
1470,4/25/2019,9355,9,4
1471,4/26/2019,3321,3,4
1472,4/26/2019,7241,3,6
1473,4/26/2019,5297,10,4
1474,4/26/2019,2110,3,4
1475,4/26/2019,7357,13,4
1476,4/26/2019,9602,18,3
1477,4/26/2019,8902,10,3
1478,4/26/2019,3218,19,4
1479,4/26/2019,9281,11,5
1480,4/27/2019,6642,4,5
1481,4/27/2019,1332,9,6
1482,4/27/2019,4273,17,3
1483,4/27/2019,7204,19,3
1484,4/27/2019,4568,9,3
1485,4/27/2019,1720,7,5
1486,4/27/2019,9033,20,6
1487,4/27/2019,1633,16,5
1488,4/27/2019,4151,15,3
1489,4/27/2019,6114,3,4
1490,4/27/2019,4677,10,2
1491,4/27/2019,8947,5,5
1492,4/27/2019,6832,4,5
1493,4/27/2019,6003,18,2
1494,4/27/2019,930,8,3
1495,4/27/2019,4589,2,4
1496,4/27/2019,5802,9,3
1497,4/28/2019,7514,20,7
1498,4/28/2019,5038,17,4
1499,4/28/2019,2366,19,5
1500,4/28/2019,6759,11,3
1501,4/28/2019,448,6,4
1502,4/28/2019,7189,2,4
1503,4/28/2019,887,4,3
1504,4/28/2019,5107,16,5
1505,4/28/2019,5118,19,4
1506,4/28/2019,2821,7,4
1507,4/28/2019,1820,19,5
1508,4/28/2019,2682,9,5
1509,4/29/2019,7486,18,4
1510,4/29/2019,823,16,5
1511,4/29/2019,5196,11,6
1512,4/29/2019,6001,11,5
1513,4/29/2019,6313,17,2
1514,4/29/2019,7914,20,4
1515,4/29/2019,448,19,6
1516,4/29/2019,4810,10,5
1517,4/29/2019,10225,3,5
1518,4/30/2019,4011,17,2
1519,4/30/2019,4677,7,3
1520,4/30/2019,8492,3,1
1521,4/30/2019,2570,4,3
1522,4/30/2019,3288,19,4
1523,4/30/2019,8452,17,5
1524,4/30/2019,472,12,4
1525,4/30/2019,4342,2,6
1526,4/30/2019,9816,9,3
1527,4/30/2019,4917,15,3
1528,4/30/2019,8277,20,4
1529,5/1/2019,9471,19,5
1530,5/1/2019,3158,16,4
1531,5/1/2019,9433,16,4
1532,5/1/2019,44,18,4
1533,5/1/2019,7702,5,3
1534,5/1/2019,378,13,3
1535,5/1/2019,2398,4,5
1536,5/1/2019,2426,15,2
1537,5/1/2019,757,13,3
1538,5/1/2019,553,11,3
1539,5/1/2019,8411,13,5
1540,5/2/2019,9831,20,5
1541,5/2/2019,6739,14,4
1542,5/2/2019,5387,13,5
1543,5/2/2019,1631,14,4
1544,5/2/2019,4094,18,3
1545,5/2/2019,8046,2,4
1546,5/2/2019,6511,12,4
1547,5/2/2019,338,3,3
1548,5/2/2019,9440,3,3
1549,5/2/2019,5682,4,5
1550,5/2/2019,2443,13,5
1551,5/2/2019,5887,13,3
1552,5/2/2019,9787,14,5
1553,5/2/2019,4700,17,4
1554,5/2/2019,2775,17,4
1555,5/2/2019,4116,8,6
1556,5/3/2019,6266,7,4
1557,5/3/2019,2041,17,3
1558,5/3/2019,3243,15,6
1559,5/3/2019,8689,10,3
1560,5/3/2019,1491,4,5
1561,5/3/2019,178,16,4
1562,5/3/2019,1093,2,5
1563,5/3/2019,3271,15,4
1564,5/3/2019,5834,3,3
1565,5/3/2019,7780,19,4
1566,5/3/2019,9491,8,5
1567,5/3/2019,3567,5,5
1568,5/3/2019,4692,11,6
1569,5/4/2019,9381,16,5
1570,5/4/2019,2977,2,5
1571,5/4/2019,5720,15,1
1572,5/4/2019,511,16,3
1573,5/4/2019,8467,9,3
1574,5/4/2019,6854,5,4
1575,5/4/2019,1110,13,5
1576,5/4/2019,2869,2,5
1577,5/4/2019,4877,18,6
1578,5/4/2019,6145,7,3
1579,5/4/2019,312,18,5
1580,5/4/2019,1665,14,2
1581,5/4/2019,3758,20,5
1582,5/4/2019,2832,10,3
1583,5/4/2019,5958,9,4
1584,5/4/2019,7359,13,5
1585,5/4/2019,9977,20,2
1586,5/4/2019,907,15,5
1587,5/4/2019,921,3,4
1588,5/4/2019,3935,8,5
1589,5/4/2019,8908,2,1
1590,5/4/2019,1507,1,4
1591,5/5/2019,1965,5,4
1592,5/5/2019,3388,14,2
1593,5/5/2019,5685,1,5
1594,5/5/2019,6842,20,6
1595,5/5/2019,874,18,5
1596,5/5/2019,7659,11,2
1597,5/5/2019,3097,20,5
1598,5/5/2019,5038,16,3
1599,5/5/2019,2570,8,3
1600,5/5/2019,7413,13,6
1601,5/5/2019,985,16,5
1602,5/5/2019,6057,7,4
1603,5/5/2019,2632,4,3
1604,5/5/2019,9231,1,3
1605,5/5/2019,1079,18,5
1606,5/5/2019,8435,13,3
1607,5/5/2019,9846,2,5
1608,5/5/2019,1692,13,6
1609,5/5/2019,6114,11,3
1610,5/5/2019,1428,3,7
1611,5/5/2019,8557,17,6
1612,5/6/2019,7266,15,5
1613,5/6/2019,5898,4,3
1614,5/6/2019,5329,3,3
1615,5/6/2019,6712,12,5
1616,5/6/2019,3288,12,4
1617,5/6/2019,4100,10,3
1618,5/6/2019,4527,9,5
1619,5/6/2019,8562,8,3
1620,5/6/2019,4861,15,3
1621,5/6/2019,5942,13,2
1622,5/6/2019,6854,19,5
1623,5/6/2019,3513,18,3
1624,5/6/2019,4193,15,3
1625,5/6/2019,2035,20,4
1626,5/7/2019,9275,6,4
1627,5/7/2019,6628,6,4
1628,5/7/2019,44,10,4
1629,5/7/2019,1987,6,4
1630,5/7/2019,3981,5,4
1631,5/7/2019,7619,14,3
1632,5/7/2019,9401,8,2
1633,5/7/2019,4151,11,4
1634,5/7/2019,3388,9,2
1635,5/7/2019,5568,4,4
1636,5/7/2019,3293,9,4
1637,5/7/2019,4153,18,2
1638,5/7/2019,10255,7,2
1639,5/7/2019,7072,12,5
1640,5/7/2019,8158,14,4
1641,5/8/2019,5855,1,4
1642,5/8/2019,10161,12,3
1643,5/8/2019,3011,20,4
1644,5/8/2019,4274,7,6
1645,5/8/2019,5060,17,2
1646,5/8/2019,8594,3,4
1647,5/8/2019,967,10,3
1648,5/8/2019,8954,7,3
1649,5/9/2019,9383,7,5
1650,5/9/2019,10191,11,5
1651,5/9/2019,5295,9,4
1652,5/9/2019,6692,12,4
1653,5/9/2019,2378,14,6
1654,5/9/2019,6051,13,5
1655,5/9/2019,1624,4,4
1656,5/9/2019,3524,11,5
1657,5/9/2019,6079,20,2
1658,5/9/2019,10049,2,3
1659,5/9/2019,1387,11,5
1660,5/9/2019,1696,15,3
1661,5/9/2019,4116,20,5
1662,5/9/2019,9419,10,3
1663,5/10/2019,5644,15,2
1664,5/10/2019,6792,7,5
1665,5/10/2019,6709,2,3
1666,5/10/2019,4564,11,2
1667,5/10/2019,6902,7,2
1668,5/10/2019,8946,10,4
1669,5/10/2019,4861,5,4
1670,5/10/2019,5941,16,4
1671,5/10/2019,4453,3,3
1672,5/10/2019,7072,8,5
1673,5/10/2019,2927,11,3
1674,5/11/2019,2251,11,2
1675,5/11/2019,8814,6,3
1676,5/11/2019,10161,13,4
1677,5/11/2019,6313,15,5
1678,5/11/2019,1743,16,5
1679,5/11/2019,7831,8,5
1680,5/11/2019,1497,5,6
1681,5/11/2019,8359,18,4
1682,5/11/2019,3039,10,4
1683,5/12/2019,9535,6,3
1684,5/12/2019,4253,19,4
1685,5/12/2019,9318,8,4
1686,5/12/2019,5590,16,4
1687,5/12/2019,7862,18,3
1688,5/12/2019,9225,13,5
1689,5/12/2019,2870,1,2
1690,5/12/2019,6480,4,2
1691,5/12/2019,9491,12,5
1692,5/12/2019,5000,10,3
1693,5/12/2019,7276,14,5
1694,5/12/2019,10173,20,4
1695,5/12/2019,391,9,6
1696,5/12/2019,4279,3,6
1697,5/12/2019,8653,6,5
1698,5/12/2019,5303,14,5
1699,5/13/2019,1865,5,2
1700,5/13/2019,4680,1,5
1701,5/13/2019,9145,16,4
1702,5/13/2019,9420,1,2
1703,5/13/2019,9703,1,4
1704,5/13/2019,8577,17,4
1705,5/13/2019,1696,15,3
1706,5/13/2019,5360,14,5
1707,5/13/2019,8724,4,4
1708,5/13/2019,4584,13,2
1709,5/13/2019,5765,19,5
1710,5/13/2019,5918,15,3
1711,5/13/2019,9794,15,1
1712,5/13/2019,511,10,4
1713,5/13/2019,7862,16,5
1714,5/13/2019,8181,5,5
1715,5/14/2019,7619,12,3
1716,5/14/2019,4490,16,4
1717,5/14/2019,6362,16,4
1718,5/14/2019,10080,15,5
1719,5/14/2019,3605,18,1
1720,5/15/2019,7655,9,5
1721,5/15/2019,10120,14,4
1722,5/15/2019,2381,4,4
1723,5/15/2019,2335,5,2
1724,5/15/2019,3476,16,3
1725,5/15/2019,7609,11,2
1726,5/15/2019,4700,14,4
1727,5/15/2019,2019,11,5
1728,5/15/2019,7502,11,4
1729,5/15/2019,3352,7,2
1730,5/15/2019,5063,1,3
1731,5/15/2019,8059,1,2
1732,5/15/2019,3213,7,4
1733,5/16/2019,7255,12,4
1734,5/16/2019,2623,4,5
1735,5/16/2019,901,12,4
1736,5/16/2019,4541,15,4
1737,5/16/2019,4188,13,4
1738,5/16/2019,1665,2,4
1739,5/16/2019,9951,10,4
1740,5/16/2019,6932,9,2
1741,5/16/2019,8921,16,4
